Year,Region,District,Cycle,Number of households,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,Facilities
2020,Ahafo,DISTRICT9141,4,4485,1223,3690,1453,4133,FAC3585
2020,Ahafo,DISTRICT9141,1,1508,725,3606,1723,862,FAC6971
2020,Ahafo,DISTRICT9141,2,1306,1220,2030,1424,2400,FAC6971
2020,Ahafo,DISTRICT9141,3,4831,1033,1650,1912,826,FAC6971
2020,Ahafo,DISTRICT9141,4,8009,660,3695,1681,3082,FAC6971
2020,Ahafo,DISTRICT9141,1,3087,520,2199,1079,1226,FAC3932
2020,Ahafo,DISTRICT9141,2,2942,555,2269,536,4161,FAC3932
2020,Ahafo,DISTRICT9141,3,5685,1462,1623,1084,2409,FAC3932
2020,Ahafo,DISTRICT9141,4,1721,1401,1158,1562,1331,FAC3932
2020,Ahafo,DISTRICT9141,1,1100,544,2246,1783,3720,FAC3075
2020,Ahafo,DISTRICT9141,2,3489,1500,1340,737,2870,FAC3075
2020,Ahafo,DISTRICT9141,3,9601,872,2618,1796,907,FAC3075
2020,Ahafo,DISTRICT9141,4,8130,1310,3110,1897,2141,FAC3075
2020,Ahafo,DISTRICT771,1,4952,1210,2265,1167,2949,FAC7560
2020,Ahafo,DISTRICT771,2,6958,732,968,1054,2290,FAC7560
2020,Ahafo,DISTRICT771,3,7371,553,2591,2000,1923,FAC7560
2020,Ahafo,DISTRICT771,4,7605,834,4589,552,2674,FAC7560
2020,Ahafo,DISTRICT771,1,3564,551,4707,969,4204,FAC9392
2020,Ahafo,DISTRICT771,2,8603,1325,4908,1634,3003,FAC9392
2020,Ahafo,DISTRICT771,3,8446,1714,4464,782,2666,FAC9392
2020,Ahafo,DISTRICT771,4,9610,613,2057,1790,1286,FAC9392
2020,Ahafo,DISTRICT771,1,8192,626,1228,1490,1553,FAC9081
2020,Ahafo,DISTRICT771,2,6385,1139,1767,1807,2073,FAC9081
2020,Ahafo,DISTRICT771,3,9697,1604,4346,771,919,FAC9081
2020,Ahafo,DISTRICT771,4,1272,1946,3905,654,2942,FAC9081
2020,Ahafo,DISTRICT771,1,8404,1568,3428,535,1272,FAC6151
2020,Ahafo,DISTRICT771,2,4370,1095,4587,1361,2028,FAC6151
2020,Ahafo,DISTRICT771,3,7540,881,2065,1680,2385,FAC6151
2020,Ahafo,DISTRICT771,4,8119,574,2079,729,994,FAC6151
2020,Ahafo,DISTRICT5504,1,4823,1223,3922,1010,3326,FAC3250
2020,Ahafo,DISTRICT5504,2,5694,1436,2365,1046,2418,FAC3250
2020,Ahafo,DISTRICT5504,3,1092,605,3861,931,4071,FAC3250
2020,Ahafo,DISTRICT5504,4,5498,780,4931,1041,1886,FAC3250
2020,Ahafo,DISTRICT5504,1,2325,1582,4482,1530,1709,FAC2443
2020,Ahafo,DISTRICT5504,2,1276,1421,1549,877,1441,FAC2443
2020,Ahafo,DISTRICT5504,3,4572,1336,1617,1105,2893,FAC2443
2020,Ahafo,DISTRICT5504,4,1791,1756,2839,1613,1747,FAC2443
2020,Ahafo,DISTRICT5504,1,6252,773,2082,1790,3329,FAC5213
2020,Ahafo,DISTRICT5504,2,6084,838,4818,1114,4096,FAC5213
2020,Ahafo,DISTRICT5504,3,8842,1306,4964,1401,2593,FAC5213
2020,Ahafo,DISTRICT5504,4,8221,1469,2053,1717,1009,FAC5213
2020,Ahafo,DISTRICT5504,1,1459,1976,3697,507,1079,FAC4568
2020,Ahafo,DISTRICT5504,2,2616,513,1974,1396,2797,FAC4568
2020,Ahafo,DISTRICT5504,3,5940,1335,4482,694,4439,FAC4568
2020,Ahafo,DISTRICT5504,4,9083,1031,2832,1350,4803,FAC4568
2020,Ahafo,DISTRICT5504,1,6959,772,3938,862,4176,FAC1425
2020,Ahafo,DISTRICT5504,2,5562,580,1511,955,2181,FAC1425
2020,Ahafo,DISTRICT5504,3,1839,944,4440,1331,895,FAC1425
2020,Ahafo,DISTRICT5504,4,3291,1537,1590,964,3441,FAC1425
2020,Western North,DISTRICT186,1,6967,1723,2183,1782,1460,FAC6440
2020,Western North,DISTRICT186,2,1029,1079,1393,954,3029,FAC6440
2020,Western North,DISTRICT186,3,4877,703,1017,1552,3292,FAC6440
2020,Western North,DISTRICT186,4,8971,1948,3364,1740,1273,FAC6440
2020,Western North,DISTRICT186,1,6518,1454,3136,1605,3107,FAC7915
2020,Western North,DISTRICT186,2,6851,1949,4753,1257,3127,FAC7915
2020,Western North,DISTRICT186,3,6337,609,1301,1115,1090,FAC7915
2020,Western North,DISTRICT186,4,4996,845,1927,651,4969,FAC7915
2020,Western North,DISTRICT186,1,2985,910,2747,604,4635,FAC7285
2020,Western North,DISTRICT186,2,4471,1557,1504,1652,2780,FAC7285
2020,Western North,DISTRICT186,3,8396,1286,4929,1847,981,FAC7285
2020,Western North,DISTRICT186,4,7912,585,3159,509,4505,FAC7285
2020,Western North,DISTRICT186,1,6953,1276,2073,568,4526,FAC2580
2020,Western North,DISTRICT186,2,4041,1612,3165,690,4325,FAC2580
2020,Western North,DISTRICT186,3,6141,1318,3508,1552,2484,FAC2580
2020,Western North,DISTRICT186,4,2413,1273,1388,1083,3295,FAC2580
2020,North East,DISTRICT471,1,4086,1159,2481,830,3420,FAC8669
2020,North East,DISTRICT471,2,6286,1238,4398,1378,1100,FAC8669
2020,North East,DISTRICT471,3,7743,652,1908,1903,3789,FAC8669
2020,North East,DISTRICT471,4,4699,1924,1660,1281,4404,FAC8669
2020,North East,DISTRICT471,1,4623,1792,1197,1534,4031,FAC3795
2020,North East,DISTRICT471,2,5063,1910,3374,1432,2859,FAC3795
2020,North East,DISTRICT471,3,9639,1695,2284,1484,1640,FAC3795
2020,North East,DISTRICT471,4,7114,1510,3531,690,2439,FAC3795
2020,North East,DISTRICT471,1,7279,1948,3821,724,3481,FAC9554
2020,North East,DISTRICT471,2,3523,881,2401,1429,2499,FAC9554
2020,North East,DISTRICT471,3,3161,1207,1887,1277,1998,FAC9554
2020,North East,DISTRICT471,4,5436,782,1481,1816,1940,FAC9554
2021,Ashanti,DISTRICT4893,1,8479,949,4431,1852,3040,FAC334
2021,Ashanti,DISTRICT4893,2,7324,1418,927,919,2681,FAC334
2021,Ashanti,DISTRICT4893,3,3029,1285,3236,1427,3187,FAC334
2021,Ashanti,DISTRICT4893,4,5348,1484,1865,1949,4226,FAC334
2021,Ashanti,DISTRICT4893,1,7274,1456,2104,1197,2715,FAC4153
2021,Ashanti,DISTRICT4893,2,8317,1402,2083,1133,3116,FAC4153
2021,Ashanti,DISTRICT4893,3,3874,1517,3284,963,4635,FAC4153
2021,Ashanti,DISTRICT4893,4,1370,1306,4184,621,1950,FAC4153
2021,Brong Ahafo,DISTRICT1164,1,4665,1480,4131,570,4706,FAC7124
2021,Brong Ahafo,DISTRICT1164,2,4373,1378,2437,743,809,FAC7124
2021,Brong Ahafo,DISTRICT1164,3,3573,1793,2554,1216,4685,FAC7124
2021,Brong Ahafo,DISTRICT1164,4,8248,1523,3097,1366,1399,FAC7124
2021,Brong Ahafo,DISTRICT1164,1,4805,1702,2422,1331,3690,FAC188
2021,Brong Ahafo,DISTRICT1164,2,8817,867,1953,610,1197,FAC188
2021,Brong Ahafo,DISTRICT1164,3,7377,764,2260,1583,2110,FAC188
2021,Brong Ahafo,DISTRICT1164,4,1963,1945,4754,987,1347,FAC188
2021,Brong Ahafo,DISTRICT1164,1,2705,807,3400,1450,931,FAC1076
2021,Brong Ahafo,DISTRICT1164,2,3005,1372,1102,1606,3297,FAC1076
2021,Brong Ahafo,DISTRICT1164,3,7420,724,3516,706,1110,FAC1076
2021,Brong Ahafo,DISTRICT1164,4,9777,1438,3286,1704,1195,FAC1076
2021,Central,DISTRICT1466,1,9347,1041,4699,1929,2818,FAC1787
2021,Central,DISTRICT1466,2,7871,1422,4935,1609,1904,FAC1787
2021,Central,DISTRICT1466,3,6460,1506,2735,1993,1085,FAC1787
2021,Central,DISTRICT1466,4,4710,1842,2758,545,4832,FAC1787
2021,Central,DISTRICT1466,1,8109,1871,2304,1047,3872,FAC894
2021,Central,DISTRICT1466,2,9750,1620,2755,1132,1947,FAC894
2021,Central,DISTRICT1466,3,8065,767,2977,1605,4632,FAC894
2021,Central,DISTRICT1466,4,6452,1978,3720,880,2802,FAC894
2021,Central,DISTRICT1466,1,6711,1028,1655,1888,2667,FAC6822
2021,Central,DISTRICT1466,2,9557,1363,3729,1170,1389,FAC6822
2021,Central,DISTRICT1466,3,8763,725,1483,891,3363,FAC6822
2021,Central,DISTRICT1466,4,7440,719,4263,1648,2180,FAC6822
2021,Central,DISTRICT1466,1,8301,1036,4656,1526,3144,FAC1981
2021,Central,DISTRICT1466,2,6328,881,2085,1969,2906,FAC1981
2021,Central,DISTRICT1466,3,1686,1552,4711,1098,2758,FAC1981
2021,Central,DISTRICT1466,4,4724,1006,4487,1324,2593,FAC1981
2021,Central,DISTRICT6030,1,9794,754,4839,1995,3396,FAC5745
2021,Central,DISTRICT6030,2,3454,921,4757,846,2477,FAC5745
2021,Central,DISTRICT6030,3,5932,579,2310,1973,1775,FAC5745
2021,Central,DISTRICT6030,4,1311,1303,2464,1947,1047,FAC5745
2021,Central,DISTRICT6030,1,5171,1221,3709,1199,1398,FAC2590
2021,Central,DISTRICT6030,2,9766,1609,4321,1483,1192,FAC2590
2021,Central,DISTRICT6030,3,6109,837,4191,1636,1515,FAC2590
2021,Central,DISTRICT6030,4,3059,778,4786,1671,3510,FAC2590
2021,Central,DISTRICT6030,1,1435,1314,3465,1632,1230,FAC8188
2021,Central,DISTRICT6030,2,3326,931,3013,810,1100,FAC8188
2021,Central,DISTRICT6030,3,9215,914,3703,1901,2487,FAC8188
2021,Central,DISTRICT6030,4,2272,1367,3501,867,4647,FAC8188
2021,Central,DISTRICT8702,1,4602,885,3687,1539,2278,FAC7016
2021,Central,DISTRICT8702,2,2323,1294,1539,1076,3665,FAC7016
2021,Central,DISTRICT8702,3,7906,1979,1895,1665,3306,FAC7016
2021,Central,DISTRICT8702,4,7398,560,3696,1915,4078,FAC7016
2021,Central,DISTRICT8702,1,8566,913,2077,605,2590,FAC6085
2021,Central,DISTRICT8702,2,9862,1234,2688,1345,2387,FAC6085
2021,Central,DISTRICT8702,3,6029,1924,819,1067,2413,FAC6085
2021,Central,DISTRICT8702,4,8051,981,2128,748,3879,FAC6085
2021,Central,DISTRICT8702,1,2025,650,1357,1053,1342,FAC1551
2021,Central,DISTRICT8702,2,9592,626,3179,1491,3241,FAC1551
2021,Central,DISTRICT8702,3,5679,538,4563,1479,1497,FAC1551
2021,Central,DISTRICT8702,4,8439,1661,4280,1496,1819,FAC1551
2021,Central,DISTRICT8702,1,7296,1752,1044,1641,1014,FAC9951
2021,Central,DISTRICT8702,2,6573,956,3566,1768,2309,FAC9951
2021,Central,DISTRICT8702,3,5933,1567,4967,1587,4642,FAC9951
2021,Central,DISTRICT8702,4,5358,1559,2661,1316,1303,FAC9951
2021,Central,DISTRICT2349,1,2389,796,1293,922,1615,FAC4203
2021,Central,DISTRICT2349,2,5480,1589,4870,953,4333,FAC4203
2021,Central,DISTRICT2349,3,6382,643,3205,1019,3366,FAC4203
2021,Central,DISTRICT2349,4,6201,1183,3055,643,1045,FAC4203
2021,Central,DISTRICT2349,1,9025,1931,3951,1033,3454,FAC1795
2021,Central,DISTRICT2349,2,3825,1131,4938,1945,1815,FAC1795
2021,Central,DISTRICT2349,3,7675,1721,1162,1915,4607,FAC1795
2021,Central,DISTRICT2349,4,5022,1529,1663,1004,2138,FAC1795
2021,Eastern,DISTRICT6965,1,8019,860,4283,538,1640,FAC5178
2021,Eastern,DISTRICT6965,2,2177,1283,4138,868,1110,FAC5178
2021,Eastern,DISTRICT6965,3,2515,1896,3478,1658,1898,FAC5178
2021,Eastern,DISTRICT6965,4,9117,1235,1711,1599,1963,FAC5178
2021,Eastern,DISTRICT6965,1,6840,1813,2419,1835,2228,FAC866
2021,Eastern,DISTRICT6965,2,9253,848,2870,1435,1316,FAC866
2021,Eastern,DISTRICT6965,3,4280,632,3376,1466,3737,FAC866
2021,Eastern,DISTRICT6965,4,7647,850,3822,1549,2579,FAC866
2021,Eastern,DISTRICT6965,1,1808,1224,1696,1044,1520,FAC8857
2021,Eastern,DISTRICT6965,2,5982,1792,3072,1373,4746,FAC8857
2021,Eastern,DISTRICT6965,3,2119,711,4333,755,2705,FAC8857
2021,Eastern,DISTRICT6965,4,8583,1436,3134,694,4547,FAC8857
2021,Eastern,DISTRICT6965,1,8277,1215,3579,1402,2581,FAC3568
2021,Eastern,DISTRICT6965,2,3370,1340,4151,900,4836,FAC3568
2021,Eastern,DISTRICT6965,3,1712,1131,2682,1118,1238,FAC3568
2021,Eastern,DISTRICT6965,4,4537,1050,2727,1185,4469,FAC3568
2021,Eastern,DISTRICT6965,1,4768,1820,1325,608,1395,FAC7830
2021,Eastern,DISTRICT6965,2,7146,935,4094,612,2873,FAC7830
2021,Eastern,DISTRICT6965,3,7519,1495,4057,1741,3623,FAC7830
2021,Eastern,DISTRICT6965,4,9380,1930,1134,595,3767,FAC7830
2021,Eastern,DISTRICT4645,1,7845,594,2318,1154,3554,FAC582
2021,Eastern,DISTRICT4645,2,9272,1568,1416,1965,1313,FAC582
2021,Eastern,DISTRICT4645,3,9467,1720,2621,1368,2077,FAC582
2021,Eastern,DISTRICT4645,4,6114,1180,3446,558,1391,FAC582
2021,Eastern,DISTRICT4645,1,6445,1316,4679,1836,1679,FAC2353
2021,Eastern,DISTRICT4645,2,8197,1692,1535,1707,2974,FAC2353
2021,Eastern,DISTRICT4645,3,2758,1880,3114,702,2271,FAC2353
2021,Eastern,DISTRICT4645,4,1624,1153,1212,1225,3229,FAC2353
2021,Eastern,DISTRICT4645,1,6431,1102,2181,755,2864,FAC3228
2021,Eastern,DISTRICT4645,2,6671,1650,1666,1422,1154,FAC3228
2021,Eastern,DISTRICT4645,3,4622,973,2109,1262,839,FAC3228
2021,Eastern,DISTRICT4645,4,3872,1156,1142,538,4930,FAC3228
2021,Eastern,DISTRICT4645,1,8348,609,1093,521,4594,FAC2271
2021,Eastern,DISTRICT4645,2,6574,1657,4766,1935,2861,FAC2271
2021,Eastern,DISTRICT4645,3,9368,1989,2202,1997,835,FAC2271
2021,Eastern,DISTRICT4645,4,1732,1567,3142,769,2524,FAC2271
2021,Eastern,DISTRICT3786,1,5059,1244,1375,763,3192,FAC2669
2021,Eastern,DISTRICT3786,2,1276,1062,3557,1931,4318,FAC2669
2021,Eastern,DISTRICT3786,3,7819,1463,2576,1344,3615,FAC2669
2021,Eastern,DISTRICT3786,4,6195,555,811,660,4160,FAC2669
2021,Eastern,DISTRICT3786,1,3931,621,2262,877,4559,FAC9169
2021,Eastern,DISTRICT3786,2,7500,1280,1288,946,3901,FAC9169
2021,Eastern,DISTRICT3786,3,8258,654,1907,897,4813,FAC9169
2021,Eastern,DISTRICT3786,4,9158,1663,3779,1200,1771,FAC9169
2021,Eastern,DISTRICT1110,1,9749,848,3462,1144,4105,FAC944
2021,Eastern,DISTRICT1110,2,1751,946,4694,1879,2592,FAC944
2021,Eastern,DISTRICT1110,3,8763,1578,1178,783,3489,FAC944
2021,Eastern,DISTRICT1110,4,4253,1121,4201,949,2174,FAC944
2021,Eastern,DISTRICT1110,1,6782,1895,991,1455,2907,FAC2500
2021,Eastern,DISTRICT1110,2,2924,845,3545,568,4352,FAC2500
2021,Eastern,DISTRICT1110,3,7267,1597,2953,1988,2878,FAC2500
2021,Eastern,DISTRICT1110,4,1189,1279,2430,1467,2219,FAC2500
2021,Greater Accra,DISTRICT8444,1,6129,988,2328,1026,3936,FAC2995
2021,Greater Accra,DISTRICT8444,2,3347,943,1935,1604,3698,FAC2995
2021,Greater Accra,DISTRICT8444,3,3515,893,4641,1801,2025,FAC2995
2021,Greater Accra,DISTRICT8444,4,2310,608,2004,835,1352,FAC2995
2021,Greater Accra,DISTRICT8444,1,9296,1832,3538,849,3539,FAC8867
2021,Greater Accra,DISTRICT8444,2,6197,836,4849,1525,1634,FAC8867
2021,Greater Accra,DISTRICT8444,3,6400,1211,3590,1576,2125,FAC8867
2021,Greater Accra,DISTRICT8444,4,3523,1451,4202,1832,3022,FAC8867
2021,Greater Accra,DISTRICT8444,1,7795,664,4948,1996,3700,FAC2776
2021,Greater Accra,DISTRICT8444,2,8365,725,4572,995,3871,FAC2776
2021,Greater Accra,DISTRICT8444,3,2205,865,3685,1674,2825,FAC2776
2021,Greater Accra,DISTRICT8444,4,9430,1192,1211,612,2829,FAC2776
2021,Northern,DISTRICT4554,1,6211,1631,3374,609,4527,FAC5414
2021,Northern,DISTRICT4554,2,7389,724,3527,1139,4054,FAC5414
2021,Northern,DISTRICT4554,3,5561,1836,4891,1719,3594,FAC5414
2021,Northern,DISTRICT4554,4,6267,654,3978,957,1907,FAC5414
2021,Northern,DISTRICT9023,1,7250,750,4576,1676,3914,FAC2928
2021,Northern,DISTRICT9023,2,3666,1707,4081,719,1418,FAC2928
2021,Northern,DISTRICT9023,3,6970,1715,3018,740,1220,FAC2928
2021,Northern,DISTRICT9023,4,1657,1590,4276,1574,1675,FAC2928
2021,Northern,DISTRICT9023,1,1409,1660,2039,1144,4805,FAC1325
2021,Northern,DISTRICT9023,2,3366,772,1323,952,3771,FAC1325
2021,Northern,DISTRICT9023,3,6050,783,4242,509,2714,FAC1325
2021,Northern,DISTRICT9023,4,9611,836,4302,1590,4310,FAC1325
2021,Northern,DISTRICT9023,1,8192,1807,3458,1086,2738,FAC7932
2021,Northern,DISTRICT9023,2,3273,759,4491,1272,2928,FAC7932
2021,Northern,DISTRICT9023,3,2992,1185,3998,1698,4956,FAC7932
2021,Northern,DISTRICT9023,4,5535,1557,4004,1241,3806,FAC7932
2021,Northern,DISTRICT8004,1,4774,1960,2873,1290,2405,FAC3711
2021,Northern,DISTRICT8004,2,3466,1289,2180,670,2176,FAC3711
2021,Northern,DISTRICT8004,3,3054,744,4256,855,2442,FAC3711
2021,Northern,DISTRICT8004,4,9136,1981,4415,1104,3539,FAC3711
2021,Northern,DISTRICT8004,1,3958,1396,3860,1783,2688,FAC1159
2021,Northern,DISTRICT8004,2,4197,802,2980,1740,4998,FAC1159
2021,Northern,DISTRICT8004,3,3283,1677,1193,1852,4249,FAC1159
2021,Northern,DISTRICT8004,4,7988,1567,2201,919,3091,FAC1159
2021,Northern,DISTRICT8004,1,4680,1827,3883,1090,3704,FAC2493
2021,Northern,DISTRICT8004,2,1915,1022,2795,1049,2922,FAC2493
2021,Northern,DISTRICT8004,3,8278,630,2707,1222,2036,FAC2493
2021,Northern,DISTRICT8004,4,6376,1500,2674,583,808,FAC2493
2021,Northern,DISTRICT8004,1,8751,1295,3853,1058,3060,FAC7020
2021,Northern,DISTRICT8004,2,5866,1491,986,1579,3259,FAC7020
2021,Northern,DISTRICT8004,3,7461,1191,4136,525,1332,FAC7020
2021,Northern,DISTRICT8004,4,1160,1124,858,1087,1212,FAC7020
2021,Upper East,DISTRICT6996,1,4063,1612,2785,688,2758,FAC1218
2021,Upper East,DISTRICT6996,2,1250,1888,4104,1266,1916,FAC1218
2021,Upper East,DISTRICT6996,3,4592,1311,1760,1300,4326,FAC1218
2021,Upper East,DISTRICT6996,4,6645,1652,3514,574,1081,FAC1218
2021,Upper East,DISTRICT6996,1,5658,1721,4722,655,2380,FAC9618
2021,Upper East,DISTRICT6996,2,4110,1608,2224,1759,4203,FAC9618
2021,Upper East,DISTRICT6996,3,1957,1572,4859,1632,2838,FAC9618
2021,Upper East,DISTRICT6996,4,6271,695,3193,1321,2340,FAC9618
2021,Upper East,DISTRICT7107,1,3922,1834,4771,848,1571,FAC5424
2021,Upper East,DISTRICT7107,2,3247,1329,4074,1051,2673,FAC5424
2021,Upper East,DISTRICT7107,3,8617,688,2059,1108,3934,FAC5424
2021,Upper East,DISTRICT7107,4,9651,1587,2506,1481,986,FAC5424
2021,Upper East,DISTRICT8375,1,4076,826,2899,626,1306,FAC375
2021,Upper East,DISTRICT8375,2,6952,922,2227,933,1405,FAC375
2021,Upper East,DISTRICT8375,3,6034,1733,4460,1898,4831,FAC375
2021,Upper East,DISTRICT8375,4,5921,1119,2472,505,4127,FAC375
2021,Upper East,DISTRICT8375,1,9269,509,3535,1906,2051,FAC6245
2021,Upper East,DISTRICT8375,2,8729,679,2088,1737,4453,FAC6245
2021,Upper East,DISTRICT8375,3,1518,1696,3630,1322,4481,FAC6245
2021,Upper East,DISTRICT8375,4,2974,1878,1134,1637,1691,FAC6245
2021,Upper East,DISTRICT8375,1,7229,1259,4572,1553,4168,FAC6135
2021,Upper East,DISTRICT8375,2,9359,521,3848,1042,4457,FAC6135
2021,Upper East,DISTRICT8375,3,9101,1796,1337,1773,3268,FAC6135
2021,Upper East,DISTRICT8375,4,2097,1204,3377,1248,3501,FAC6135
2021,Upper East,DISTRICT8375,1,5717,1818,3444,1898,3249,FAC6124
2021,Upper East,DISTRICT8375,2,5141,1866,4063,564,3747,FAC6124
2021,Upper East,DISTRICT8375,3,6372,653,4469,1120,2557,FAC6124
2021,Upper East,DISTRICT8375,4,5183,1209,4560,1178,1658,FAC6124
2021,Upper West,DISTRICT116,1,3380,1427,4699,961,2862,FAC5262
2021,Upper West,DISTRICT116,2,2761,1848,1735,1997,2494,FAC5262
2021,Upper West,DISTRICT116,3,9567,966,4562,1468,1033,FAC5262
2021,Upper West,DISTRICT116,4,7545,1510,1453,1311,1851,FAC5262
2021,Upper West,DISTRICT116,1,5402,1819,1502,1689,3829,FAC6823
2021,Upper West,DISTRICT116,2,9599,1400,1574,1554,2586,FAC6823
2021,Upper West,DISTRICT116,3,1300,783,3005,1419,1316,FAC6823
2021,Upper West,DISTRICT116,4,7415,1037,2690,850,1603,FAC6823
2021,Upper West,DISTRICT116,1,8808,1069,2140,1751,2895,FAC6083
2021,Upper West,DISTRICT116,2,4055,784,1974,1917,2696,FAC6083
2021,Upper West,DISTRICT116,3,7797,763,3342,502,1108,FAC6083
2021,Upper West,DISTRICT116,4,4934,1643,3577,1225,3215,FAC6083
2021,Upper West,DISTRICT116,1,6460,1476,3192,539,1985,FAC6927
2021,Upper West,DISTRICT116,2,1678,1703,1690,880,2231,FAC6927
2021,Upper West,DISTRICT116,3,2428,1693,3543,1220,3018,FAC6927
2021,Upper West,DISTRICT116,4,8535,1440,1575,1921,1434,FAC6927
2021,Volta,DISTRICT6077,1,1240,1512,2635,1339,4993,FAC7272
2021,Volta,DISTRICT6077,2,9099,1120,1028,1307,2581,FAC7272
2021,Volta,DISTRICT6077,3,7976,659,3131,1014,1578,FAC7272
2021,Volta,DISTRICT6077,4,1297,1743,2711,1373,4332,FAC7272
2021,Volta,DISTRICT6077,1,3757,1583,2769,1404,2786,FAC9671
2021,Volta,DISTRICT6077,2,6690,1058,4810,1663,2121,FAC9671
2021,Volta,DISTRICT6077,3,7678,1076,1434,1453,3588,FAC9671
2021,Volta,DISTRICT6077,4,8499,1448,3343,1565,1284,FAC9671
2021,Volta,DISTRICT6077,1,1444,1814,2771,1131,4367,FAC3934
2021,Volta,DISTRICT6077,2,8183,1409,3765,786,1025,FAC3934
2021,Volta,DISTRICT6077,3,7745,1500,3001,1083,4297,FAC3934
2021,Volta,DISTRICT6077,4,5985,1518,4250,1434,889,FAC3934
2021,Volta,DISTRICT6077,1,3214,1030,3764,1423,951,FAC5941
2021,Volta,DISTRICT6077,2,5496,1133,2088,1183,3696,FAC5941
2021,Volta,DISTRICT6077,3,3295,1074,4901,1681,1769,FAC5941
2021,Volta,DISTRICT6077,4,3989,812,1528,560,3008,FAC5941
2021,Volta,DISTRICT6077,1,3302,909,3303,1943,3429,FAC176
2021,Volta,DISTRICT6077,2,9553,1948,1132,709,4415,FAC176
2021,Volta,DISTRICT6077,3,4035,980,946,1092,3405,FAC176
2021,Volta,DISTRICT6077,4,6684,662,3859,748,1545,FAC176
2021,Western,DISTRICT3872,1,3880,1404,2083,1422,2177,FAC7349
2021,Western,DISTRICT3872,2,5631,1545,2260,557,3169,FAC7349
2021,Western,DISTRICT3872,3,1072,1229,1729,1740,1666,FAC7349
2021,Western,DISTRICT3872,4,8704,1595,1237,1312,2917,FAC7349
2021,Western,DISTRICT3872,1,9988,937,4992,1014,913,FAC8793
2021,Western,DISTRICT3872,2,7399,1785,4873,1605,817,FAC8793
2021,Western,DISTRICT3872,3,5513,1930,3717,1300,3481,FAC8793
2021,Western,DISTRICT3872,4,3857,1044,1726,1509,2740,FAC8793
2021,Western,DISTRICT2102,1,1212,1725,4919,1234,4238,FAC5297
2021,Western,DISTRICT2102,2,6716,717,3684,1214,2662,FAC5297
2021,Western,DISTRICT2102,3,9525,1228,2120,1754,4896,FAC5297
2021,Western,DISTRICT2102,4,3451,1858,2662,995,2936,FAC5297
2021,Western,DISTRICT2102,1,1913,528,2933,844,4489,FAC2111
2021,Western,DISTRICT2102,2,1833,1129,3530,603,1000,FAC2111
2021,Western,DISTRICT2102,3,4410,888,3442,1947,1545,FAC2111
2021,Western,DISTRICT2102,4,2748,598,4009,1164,2552,FAC2111
2021,Western,DISTRICT2102,1,8611,1894,3236,1109,1162,FAC2301
2021,Western,DISTRICT2102,2,7222,1012,1154,1068,1115,FAC2301
2021,Western,DISTRICT2102,3,6834,1756,4449,1785,1127,FAC2301
2021,Western,DISTRICT2102,4,9064,815,3984,1100,2771,FAC2301
2021,Western,DISTRICT2102,1,6689,1969,824,1244,1139,FAC3391
2021,Western,DISTRICT2102,2,7253,1883,2328,1190,3610,FAC3391
2021,Western,DISTRICT2102,3,7016,1533,2959,1281,1445,FAC3391
2021,Western,DISTRICT2102,4,7580,753,2521,1076,1019,FAC3391
2021,Western,DISTRICT2102,1,9538,1973,1444,1427,3320,FAC7753
2021,Western,DISTRICT2102,2,9667,846,4016,1862,3439,FAC7753
2021,Western,DISTRICT2102,3,8323,1096,3152,1042,4099,FAC7753
2021,Western,DISTRICT2102,4,9976,850,1081,1584,4909,FAC7753
2021,Western,DISTRICT1316,1,9332,532,959,1099,2557,FAC1355
2021,Western,DISTRICT1316,2,6632,1577,1475,1845,1957,FAC1355
2021,Western,DISTRICT1316,3,4336,1953,3757,1129,2824,FAC1355
2021,Western,DISTRICT1316,4,7130,1879,1819,909,3088,FAC1355
2021,Western,DISTRICT1316,1,5472,1287,1770,1617,1040,FAC5145
2021,Western,DISTRICT1316,2,6706,915,1412,677,2700,FAC5145
2021,Western,DISTRICT1316,3,4689,934,1222,1722,3149,FAC5145
2021,Western,DISTRICT1316,4,7584,1625,3815,1852,4982,FAC5145
2021,Western,DISTRICT1316,1,5498,919,3983,1443,2542,FAC805
2021,Western,DISTRICT1316,2,7704,952,2305,1080,1194,FAC805
2021,Western,DISTRICT1316,3,4738,955,1514,1850,1503,FAC805
2021,Western,DISTRICT1316,4,4613,1484,4611,891,2344,FAC805
2021,Western,DISTRICT1316,1,1624,813,3128,1349,2323,FAC2288
2021,Western,DISTRICT1316,2,3553,576,2748,919,4813,FAC2288
2021,Western,DISTRICT1316,3,9439,1546,1193,543,4113,FAC2288
2021,Western,DISTRICT1316,4,9739,929,4152,853,1689,FAC2288
2021,Western,DISTRICT1316,1,7262,1880,2938,1796,2459,FAC7416
2021,Western,DISTRICT1316,2,2033,1435,3808,1454,3290,FAC7416
2021,Western,DISTRICT1316,3,2169,833,3776,793,4681,FAC7416
2021,Western,DISTRICT1316,4,8077,1470,2079,1995,4340,FAC7416
2021,Western,DISTRICT273,1,3451,571,3551,1848,2046,FAC5613
2021,Western,DISTRICT273,2,6189,1127,3423,1034,2664,FAC5613
2021,Western,DISTRICT273,3,2908,1666,934,1519,2106,FAC5613
2021,Western,DISTRICT273,4,8457,1414,3720,1947,1089,FAC5613
