Year,Region,District,Cycle,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,ADR Name
2021,Ashanti,DISTRICT7451,1,5836,1180,1054,1027,Irritability
2021,Ashanti,DISTRICT7451,2,1878,1099,2693,523,Drowsiness
2021,Ashanti,DISTRICT7451,3,1269,1197,3586,1803,Itching
2021,Ashanti,DISTRICT7451,4,3621,1752,3741,574,Abdominal pain
2021,Ashanti,DISTRICT7451,1,7300,1515,2931,1753,Rash
2021,Ashanti,DISTRICT7451,2,8556,1553,4519,1413,Vomiting
2021,Ashanti,DISTRICT7451,3,8708,1942,2112,888,Abdominal pain
2021,Ashanti,DISTRICT7451,4,8982,1820,1125,709,Vomiting
2021,Brong Ahafo,DISTRICT2776,1,1649,1877,2333,504,Vomiting
2021,Brong Ahafo,DISTRICT2776,2,1671,1736,1195,1886,Itching
2021,Brong Ahafo,DISTRICT2776,3,5461,910,1675,1361,Drowsiness
2021,Brong Ahafo,DISTRICT2776,4,6320,746,3172,840,Irritability
2021,Brong Ahafo,DISTRICT5320,1,2589,528,1521,587,Nausea
2021,Brong Ahafo,DISTRICT5320,2,5203,1859,3537,755,Hives
2021,Brong Ahafo,DISTRICT5320,3,4676,638,1445,921,Drowsiness
2021,Brong Ahafo,DISTRICT5320,4,5064,562,3546,1548,Rash
2021,Brong Ahafo,DISTRICT5320,1,9357,1483,3390,1216,Rash
2021,Brong Ahafo,DISTRICT5320,2,8036,1162,2247,1995,Itching
2021,Brong Ahafo,DISTRICT5320,3,5799,1807,2194,1898,Dizziness
2021,Brong Ahafo,DISTRICT5320,4,5933,1036,3577,1231,Dizziness
2021,Brong Ahafo,DISTRICT6392,1,4687,1712,2406,1963,Drowsiness
2021,Brong Ahafo,DISTRICT6392,2,4861,1539,3947,1060,Diarrhea
2021,Brong Ahafo,DISTRICT6392,3,2006,1698,2948,947,Vomiting
2021,Brong Ahafo,DISTRICT6392,4,9416,1459,1002,805,Drowsiness
2021,Brong Ahafo,DISTRICT6392,1,1136,865,1336,1117,Hives
2021,Brong Ahafo,DISTRICT6392,2,2759,1168,1759,504,Itching
2021,Brong Ahafo,DISTRICT6392,3,1406,1629,2868,1408,Drowsiness
2021,Brong Ahafo,DISTRICT6392,4,2801,868,4570,1476,Dizziness
2021,Brong Ahafo,DISTRICT6392,1,2374,1096,3170,1882,Vomiting
2021,Brong Ahafo,DISTRICT6392,2,6277,587,990,1791,Abdominal pain
2021,Brong Ahafo,DISTRICT6392,3,1345,744,1711,643,Insomnia
2021,Brong Ahafo,DISTRICT6392,4,5952,1633,1482,656,Nausea
2021,Brong Ahafo,DISTRICT6392,1,9106,1597,3600,536,Diarrhea
2021,Brong Ahafo,DISTRICT6392,2,2670,948,3037,1481,Nausea
2021,Brong Ahafo,DISTRICT6392,3,4875,1822,3007,1168,Dizziness
2021,Brong Ahafo,DISTRICT6392,4,5697,1299,4596,960,Itching
2021,Brong Ahafo,DISTRICT6392,1,9560,1449,3803,1720,Vomiting
2021,Brong Ahafo,DISTRICT6392,2,1662,1055,3527,1271,Diarrhea
2021,Brong Ahafo,DISTRICT6392,3,5538,579,1390,949,Nausea
2021,Brong Ahafo,DISTRICT6392,4,5980,938,1538,1648,Vomiting
2021,Brong Ahafo,DISTRICT9407,1,3303,1030,2615,680,Insomnia
2021,Brong Ahafo,DISTRICT9407,2,5448,1823,3139,1402,Nausea
2021,Brong Ahafo,DISTRICT9407,3,4771,1322,978,1845,Insomnia
2021,Brong Ahafo,DISTRICT9407,4,3490,1726,3662,508,Irritability
2021,Brong Ahafo,DISTRICT9407,1,5139,1294,3007,1313,Rash
2021,Brong Ahafo,DISTRICT9407,2,3840,666,4172,806,Hives
2021,Brong Ahafo,DISTRICT9407,3,3766,533,3484,521,Hives
2021,Brong Ahafo,DISTRICT9407,4,7921,1837,2341,1219,Insomnia
2021,Brong Ahafo,DISTRICT9407,1,4470,702,1436,1580,Dizziness
2021,Brong Ahafo,DISTRICT9407,2,5656,663,4418,1461,Drowsiness
2021,Brong Ahafo,DISTRICT9407,3,7650,928,4150,1262,Rash
2021,Brong Ahafo,DISTRICT9407,4,7304,1132,3837,1675,Vomiting
2021,Brong Ahafo,DISTRICT9407,1,9105,780,2092,938,Rash
2021,Brong Ahafo,DISTRICT9407,2,2187,752,4630,1358,Rash
2021,Brong Ahafo,DISTRICT9407,3,5710,855,4587,1305,Abdominal pain
2021,Brong Ahafo,DISTRICT9407,4,4036,915,4594,1254,Insomnia
2021,Brong Ahafo,DISTRICT9407,1,1552,1182,3225,1452,Drowsiness
2021,Brong Ahafo,DISTRICT9407,2,2279,826,1347,1693,Itching
2021,Brong Ahafo,DISTRICT9407,3,4189,1178,1832,1733,Abdominal pain
2021,Brong Ahafo,DISTRICT9407,4,5973,1934,3119,1451,Rash
2021,Central,DISTRICT3696,1,6348,517,2216,1306,Drowsiness
2021,Central,DISTRICT3696,2,5161,829,2805,1865,Drowsiness
2021,Central,DISTRICT3696,3,5245,1029,4435,1613,Rash
2021,Central,DISTRICT3696,4,9227,1628,1524,1237,Diarrhea
2021,Central,DISTRICT2740,1,9430,1898,2084,1917,Dizziness
2021,Central,DISTRICT2740,2,2572,1533,2286,935,Nausea
2021,Central,DISTRICT2740,3,9199,1729,4439,960,Abdominal pain
2021,Central,DISTRICT2740,4,5789,1618,4232,1254,Itching
2021,Central,DISTRICT2740,1,9313,726,1597,751,Drowsiness
2021,Central,DISTRICT2740,2,3408,1828,3469,1575,Drowsiness
2021,Central,DISTRICT2740,3,9710,1871,4035,538,Dizziness
2021,Central,DISTRICT2740,4,1880,1913,4466,1104,Abdominal pain
2021,Central,DISTRICT2740,1,4031,1379,3678,1763,Insomnia
2021,Central,DISTRICT2740,2,8288,504,4810,1224,Itching
2021,Central,DISTRICT2740,3,9719,1299,2778,1393,Dizziness
2021,Central,DISTRICT2740,4,8299,1428,1489,1172,Diarrhea
2021,Central,DISTRICT2740,1,3016,957,1732,1753,Itching
2021,Central,DISTRICT2740,2,2214,1392,1766,1081,Abdominal pain
2021,Central,DISTRICT2740,3,3325,1019,1940,1942,Hives
2021,Central,DISTRICT2740,4,6734,1045,2942,1853,Hives
2021,Central,DISTRICT7445,1,2897,1961,3819,1787,Insomnia
2021,Central,DISTRICT7445,2,9862,1469,2248,865,Hives
2021,Central,DISTRICT7445,3,5254,773,4031,706,Abdominal pain
2021,Central,DISTRICT7445,4,3784,1380,2139,1020,Irritability
2021,Central,DISTRICT7445,1,1068,1710,4073,599,Drowsiness
2021,Central,DISTRICT7445,2,1541,1576,3762,1493,Diarrhea
2021,Central,DISTRICT7445,3,9262,1697,2522,1082,Irritability
2021,Central,DISTRICT7445,4,2973,1697,4255,781,Irritability
2021,Central,DISTRICT7445,1,2773,1343,3691,1745,Nausea
2021,Central,DISTRICT7445,2,3036,999,4675,1974,Rash
2021,Central,DISTRICT7445,3,1018,1013,2259,1108,Insomnia
2021,Central,DISTRICT7445,4,7415,852,1106,875,Nausea
2021,Central,DISTRICT7445,1,5562,773,1075,1256,Insomnia
2021,Central,DISTRICT7445,2,6360,536,1497,1844,Itching
2021,Central,DISTRICT7445,3,9097,512,2662,1680,Dizziness
2021,Central,DISTRICT7445,4,7457,1487,3009,1879,Insomnia
2021,Central,DISTRICT7445,1,4566,591,2408,1352,Drowsiness
2021,Central,DISTRICT7445,2,3163,1743,3013,1993,Nausea
2021,Central,DISTRICT7445,3,4187,1071,4720,1744,Irritability
2021,Central,DISTRICT7445,4,1769,1401,952,1897,Hives
2021,Eastern,DISTRICT2080,1,6006,1248,4403,1036,Insomnia
2021,Eastern,DISTRICT2080,2,5175,1884,1508,922,Abdominal pain
2021,Eastern,DISTRICT2080,3,8040,1818,4789,1076,Rash
2021,Eastern,DISTRICT2080,4,9777,1025,2182,1703,Itching
2021,Eastern,DISTRICT2080,1,8889,1227,4039,1560,Hives
2021,Eastern,DISTRICT2080,2,8887,739,1358,1103,Nausea
2021,Eastern,DISTRICT2080,3,3129,1310,1633,846,Itching
2021,Eastern,DISTRICT2080,4,9459,731,3651,1098,Insomnia
2021,Eastern,DISTRICT4668,1,6368,1105,2112,703,Nausea
2021,Eastern,DISTRICT4668,2,3055,585,3162,1184,Dizziness
2021,Eastern,DISTRICT4668,3,5318,1724,1000,1787,Diarrhea
2021,Eastern,DISTRICT4668,4,2139,1962,991,1979,Abdominal pain
2021,Eastern,DISTRICT4668,1,8204,841,1064,550,Drowsiness
2021,Eastern,DISTRICT4668,2,9900,574,2098,740,Rash
2021,Eastern,DISTRICT4668,3,7916,1985,3762,1564,Abdominal pain
2021,Eastern,DISTRICT4668,4,2446,1513,1553,1614,Diarrhea
2021,Eastern,DISTRICT4668,1,5630,916,4999,651,Rash
2021,Eastern,DISTRICT4668,2,6076,810,4735,1854,Hives
2021,Eastern,DISTRICT4668,3,2225,1304,4168,802,Nausea
2021,Eastern,DISTRICT4668,4,6201,944,2252,1707,Diarrhea
2021,Eastern,DISTRICT4668,1,2810,774,2984,1181,Abdominal pain
2021,Eastern,DISTRICT4668,2,6416,1198,1001,1978,Drowsiness
2021,Eastern,DISTRICT4668,3,2928,603,4724,1684,Drowsiness
2021,Eastern,DISTRICT4668,4,4310,998,3660,629,Itching
2021,Eastern,DISTRICT4668,1,1166,1276,3376,1980,Nausea
2021,Eastern,DISTRICT4668,2,9829,1824,2565,1833,Insomnia
2021,Eastern,DISTRICT4668,3,8935,865,2468,1713,Nausea
2021,Eastern,DISTRICT4668,4,1312,981,967,555,Hives
2021,Eastern,DISTRICT8968,1,6751,1956,1953,1511,Dizziness
2021,Eastern,DISTRICT8968,2,8195,553,3205,1760,Hives
2021,Eastern,DISTRICT8968,3,3599,995,4993,583,Drowsiness
2021,Eastern,DISTRICT8968,4,4941,1098,4482,1653,Diarrhea
2021,Eastern,DISTRICT7312,1,8345,1169,2935,1353,Abdominal pain
2021,Eastern,DISTRICT7312,2,1936,1961,4359,1989,Drowsiness
2021,Eastern,DISTRICT7312,3,2455,1415,884,1134,Vomiting
2021,Eastern,DISTRICT7312,4,2244,1881,3217,821,Abdominal pain
2021,Eastern,DISTRICT7312,1,2577,999,3431,961,Abdominal pain
2021,Eastern,DISTRICT7312,2,5770,1993,2245,1970,Hives
2021,Eastern,DISTRICT7312,3,5943,992,964,1565,Rash
2021,Eastern,DISTRICT7312,4,9188,1736,4302,817,Rash
2021,Eastern,DISTRICT7312,1,5280,1844,1587,998,Insomnia
2021,Eastern,DISTRICT7312,2,3545,1542,3069,1007,Irritability
2021,Eastern,DISTRICT7312,3,3312,690,978,621,Abdominal pain
2021,Eastern,DISTRICT7312,4,2789,1699,2952,1892,Diarrhea
2021,Greater Accra,DISTRICT830,1,4728,1822,3561,1839,Itching
2021,Greater Accra,DISTRICT830,2,3779,817,2508,1531,Irritability
2021,Greater Accra,DISTRICT830,3,4214,1423,1929,1926,Rash
2021,Greater Accra,DISTRICT830,4,9598,1276,4497,1785,Nausea
2021,Greater Accra,DISTRICT830,1,8478,1388,4272,609,Abdominal pain
2021,Greater Accra,DISTRICT830,2,9525,1950,4407,547,Nausea
2021,Greater Accra,DISTRICT830,3,8235,1072,2568,869,Rash
2021,Greater Accra,DISTRICT830,4,2076,1289,913,1293,Drowsiness
2021,Greater Accra,DISTRICT830,1,3075,1190,2884,1427,Hives
2021,Greater Accra,DISTRICT830,2,8110,1039,2034,993,Itching
2021,Greater Accra,DISTRICT830,3,6146,973,1536,648,Itching
2021,Greater Accra,DISTRICT830,4,8472,1079,1805,1053,Dizziness
2021,Greater Accra,DISTRICT830,1,8079,1076,3504,1195,Dizziness
2021,Greater Accra,DISTRICT830,2,7105,1209,3073,1426,Rash
2021,Greater Accra,DISTRICT830,3,6568,1422,3823,877,Abdominal pain
2021,Greater Accra,DISTRICT830,4,6489,686,3109,1969,Insomnia
2021,Greater Accra,DISTRICT830,1,4282,1910,4425,780,Hives
2021,Greater Accra,DISTRICT830,2,8736,1653,2894,1546,Abdominal pain
2021,Greater Accra,DISTRICT830,3,8184,1421,2667,1788,Drowsiness
2021,Greater Accra,DISTRICT830,4,2358,1137,831,1652,Rash
2021,Greater Accra,DISTRICT8454,1,2667,924,4349,1659,Drowsiness
2021,Greater Accra,DISTRICT8454,2,3322,674,1640,863,Hives
2021,Greater Accra,DISTRICT8454,3,8959,1875,1208,867,Insomnia
2021,Greater Accra,DISTRICT8454,4,6937,1316,1790,930,Drowsiness
2021,Greater Accra,DISTRICT8454,1,2785,1531,4019,734,Abdominal pain
2021,Greater Accra,DISTRICT8454,2,4738,1760,1466,594,Dizziness
2021,Greater Accra,DISTRICT8454,3,4223,1805,2148,618,Irritability
2021,Greater Accra,DISTRICT8454,4,8359,1098,1825,598,Rash
2021,Greater Accra,DISTRICT2174,1,9630,1654,3744,1913,Itching
2021,Greater Accra,DISTRICT2174,2,8533,967,4127,1159,Diarrhea
2021,Greater Accra,DISTRICT2174,3,6715,1909,4556,896,Itching
2021,Greater Accra,DISTRICT2174,4,7659,1397,4931,1328,Vomiting
2021,Greater Accra,DISTRICT2174,1,5963,704,3111,1843,Vomiting
2021,Greater Accra,DISTRICT2174,2,7456,1758,2316,987,Itching
2021,Greater Accra,DISTRICT2174,3,6519,1355,3102,1955,Irritability
2021,Greater Accra,DISTRICT2174,4,3101,1613,3081,1219,Hives
2021,Greater Accra,DISTRICT2174,1,8542,901,2967,688,Vomiting
2021,Greater Accra,DISTRICT2174,2,4109,1355,3583,1736,Dizziness
2021,Greater Accra,DISTRICT2174,3,8326,1706,4573,999,Rash
2021,Greater Accra,DISTRICT2174,4,1850,943,1650,1674,Rash
2021,Northern,DISTRICT419,1,4329,1690,2194,1414,Drowsiness
2021,Northern,DISTRICT419,2,4463,1002,1167,1727,Abdominal pain
2021,Northern,DISTRICT419,3,7641,1465,3428,1343,Drowsiness
2021,Northern,DISTRICT419,4,6044,1549,3143,912,Irritability
2021,Northern,DISTRICT419,1,9493,1852,4493,1557,Nausea
2021,Northern,DISTRICT419,2,7792,1769,3110,1428,Hives
2021,Northern,DISTRICT419,3,5810,879,4693,1490,Diarrhea
2021,Northern,DISTRICT419,4,9044,1849,3536,1078,Insomnia
2021,Northern,DISTRICT419,1,8887,1223,2393,1159,Dizziness
2021,Northern,DISTRICT419,2,7645,1202,2066,1485,Abdominal pain
2021,Northern,DISTRICT419,3,3683,1643,1130,1318,Abdominal pain
2021,Northern,DISTRICT419,4,9569,1496,2932,1413,Dizziness
2021,Northern,DISTRICT419,1,9187,901,2913,1760,Dizziness
2021,Northern,DISTRICT419,2,6272,1802,2132,1511,Itching
2021,Northern,DISTRICT419,3,9228,1402,1677,784,Vomiting
2021,Northern,DISTRICT419,4,5446,1005,1545,1228,Irritability
2021,Northern,DISTRICT1528,1,1120,1798,4004,877,Rash
2021,Northern,DISTRICT1528,2,6357,1243,1257,985,Hives
2021,Northern,DISTRICT1528,3,2942,1935,3453,1915,Dizziness
2021,Northern,DISTRICT1528,4,5279,1896,2333,845,Diarrhea
2021,Northern,DISTRICT1528,1,9101,1700,2054,1052,Drowsiness
2021,Northern,DISTRICT1528,2,6947,1392,1395,1730,Hives
2021,Northern,DISTRICT1528,3,1287,2000,1311,1282,Drowsiness
2021,Northern,DISTRICT1528,4,8121,1153,2811,703,Drowsiness
2021,Northern,DISTRICT1528,1,2902,1051,1941,1851,Itching
2021,Northern,DISTRICT1528,2,1184,930,1625,1918,Rash
2021,Northern,DISTRICT1528,3,1581,1457,2743,1528,Hives
2021,Northern,DISTRICT1528,4,6572,991,1011,980,Vomiting
2021,Northern,DISTRICT2917,1,1764,1266,2870,1476,Irritability
2021,Northern,DISTRICT2917,2,9808,1380,4241,1229,Itching
2021,Northern,DISTRICT2917,3,5107,1657,2288,1525,Irritability
2021,Northern,DISTRICT2917,4,8886,1609,808,561,Drowsiness
2021,Northern,DISTRICT2917,1,5963,607,4862,1795,Abdominal pain
2021,Northern,DISTRICT2917,2,7433,1102,2862,1762,Itching
2021,Northern,DISTRICT2917,3,6612,517,3758,1375,Vomiting
2021,Northern,DISTRICT2917,4,9834,966,2121,769,Diarrhea
2021,Upper East,DISTRICT2749,1,3850,707,2931,860,Dizziness
2021,Upper East,DISTRICT2749,2,1851,1393,1997,1178,Abdominal pain
2021,Upper East,DISTRICT2749,3,3390,1407,1063,848,Drowsiness
2021,Upper East,DISTRICT2749,4,7280,1377,2477,746,Irritability
2021,Upper East,DISTRICT2749,1,3059,1064,3842,947,Vomiting
2021,Upper East,DISTRICT2749,2,6838,776,2187,1080,Hives
2021,Upper East,DISTRICT2749,3,6007,1161,1843,1646,Itching
2021,Upper East,DISTRICT2749,4,4547,1118,1026,1602,Itching
2021,Upper East,DISTRICT2749,1,6118,1615,2285,1204,Rash
2021,Upper East,DISTRICT2749,2,6402,624,1018,984,Insomnia
2021,Upper East,DISTRICT2749,3,8533,1844,4524,1074,Itching
2021,Upper East,DISTRICT2749,4,7367,1834,4126,1391,Dizziness
2021,Upper West,DISTRICT4731,1,9101,805,2424,1623,Diarrhea
2021,Upper West,DISTRICT4731,2,9748,1769,1901,536,Insomnia
2021,Upper West,DISTRICT4731,3,7597,1966,2974,1540,Irritability
2021,Upper West,DISTRICT4731,4,6210,576,1692,1083,Irritability
2021,Upper West,DISTRICT4731,1,1593,1169,4749,838,Itching
2021,Upper West,DISTRICT4731,2,5170,1364,940,729,Rash
2021,Upper West,DISTRICT4731,3,2674,755,2702,510,Hives
2021,Upper West,DISTRICT4731,4,4800,1444,2159,1407,Diarrhea
2021,Upper West,DISTRICT5478,1,4241,1144,1789,554,Hives
2021,Upper West,DISTRICT5478,2,9963,1403,1260,774,Irritability
2021,Upper West,DISTRICT5478,3,4079,1965,3159,1976,Abdominal pain
2021,Upper West,DISTRICT5478,4,4526,509,2272,953,Nausea
2021,Upper West,DISTRICT5478,1,8287,1447,2060,1909,Dizziness
2021,Upper West,DISTRICT5478,2,5268,746,2152,894,Hives
2021,Upper West,DISTRICT5478,3,6883,1350,1699,1385,Vomiting
2021,Upper West,DISTRICT5478,4,3327,1017,3466,823,Hives
2021,Upper West,DISTRICT5478,1,5888,970,3757,1648,Itching
2021,Upper West,DISTRICT5478,2,6487,520,3087,557,Insomnia
2021,Upper West,DISTRICT5478,3,7327,1890,3847,1410,Rash
2021,Upper West,DISTRICT5478,4,6670,736,4850,1131,Vomiting
2021,Upper West,DISTRICT5478,1,1916,793,2296,1169,Rash
2021,Upper West,DISTRICT5478,2,5349,1454,4886,1422,Itching
2021,Upper West,DISTRICT5478,3,9582,1910,3505,1292,Diarrhea
2021,Upper West,DISTRICT5478,4,7721,1665,3392,1463,Abdominal pain
2021,Upper West,DISTRICT5478,1,3214,1233,846,1251,Itching
2021,Upper West,DISTRICT5478,2,5041,1853,3078,1071,Abdominal pain
2021,Upper West,DISTRICT5478,3,4572,662,2284,817,Diarrhea
2021,Upper West,DISTRICT5478,4,4615,851,4706,1825,Diarrhea
2021,Upper West,DISTRICT9798,1,2700,839,1367,975,Hives
2021,Upper West,DISTRICT9798,2,5892,1290,2106,1489,Itching
2021,Upper West,DISTRICT9798,3,3379,1050,2857,1301,Nausea
2021,Upper West,DISTRICT9798,4,9777,1826,3930,1654,Hives
2021,Upper West,DISTRICT9798,1,3298,1793,4694,720,Itching
2021,Upper West,DISTRICT9798,2,3245,815,2510,1960,Abdominal pain
2021,Upper West,DISTRICT9798,3,3015,1489,4067,1084,Rash
2021,Upper West,DISTRICT9798,4,2300,1118,3494,1702,Nausea
2021,Upper West,DISTRICT9798,1,9797,1812,1922,1723,Hives
2021,Upper West,DISTRICT9798,2,7665,1953,2267,1697,Insomnia
2021,Upper West,DISTRICT9798,3,3650,1787,1473,661,Dizziness
2021,Upper West,DISTRICT9798,4,9247,1426,4525,1837,Drowsiness
2021,Upper West,DISTRICT1334,1,1529,720,4786,914,Irritability
2021,Upper West,DISTRICT1334,2,7039,1871,4859,1601,Dizziness
2021,Upper West,DISTRICT1334,3,7404,749,4609,1082,Dizziness
2021,Upper West,DISTRICT1334,4,1225,1355,2594,1782,Dizziness
2021,Upper West,DISTRICT1334,1,9623,1321,1998,1110,Rash
2021,Upper West,DISTRICT1334,2,4003,927,3248,790,Itching
2021,Upper West,DISTRICT1334,3,4951,1926,3531,1925,Insomnia
2021,Upper West,DISTRICT1334,4,5050,1074,1136,846,Rash
2021,Upper West,DISTRICT1334,1,9872,1667,3308,696,Abdominal pain
2021,Upper West,DISTRICT1334,2,1302,860,2139,683,Nausea
2021,Upper West,DISTRICT1334,3,9824,1653,1377,1529,Rash
2021,Upper West,DISTRICT1334,4,1706,1633,1665,1795,Diarrhea
2021,Upper West,DISTRICT1436,1,8082,1026,2653,1978,Nausea
2021,Upper West,DISTRICT1436,2,9712,1319,1037,1175,Hives
2021,Upper West,DISTRICT1436,3,9511,830,1707,1028,Insomnia
2021,Upper West,DISTRICT1436,4,3433,1404,2354,1707,Abdominal pain
2021,Upper West,DISTRICT1436,1,9022,1279,1943,1511,Drowsiness
2021,Upper West,DISTRICT1436,2,2765,1757,2805,1375,Diarrhea
2021,Upper West,DISTRICT1436,3,5747,1181,1699,1448,Abdominal pain
2021,Upper West,DISTRICT1436,4,5494,932,4352,1084,Irritability
2021,Upper West,DISTRICT1436,1,5593,1029,2451,1122,Vomiting
2021,Upper West,DISTRICT1436,2,4940,522,866,940,Hives
2021,Upper West,DISTRICT1436,3,2171,1381,2115,1763,Rash
2021,Upper West,DISTRICT1436,4,5425,1386,4022,1737,Rash
2021,Upper West,DISTRICT1436,1,1646,1263,4530,1403,Dizziness
2021,Upper West,DISTRICT1436,2,5759,1393,3817,1942,Abdominal pain
2021,Upper West,DISTRICT1436,3,9435,1155,3537,1821,Rash
2021,Upper West,DISTRICT1436,4,6623,1664,1105,1866,Drowsiness
2021,Upper West,DISTRICT1436,1,6901,1513,1155,1851,Drowsiness
2021,Upper West,DISTRICT1436,2,6801,1037,3566,783,Drowsiness
2021,Upper West,DISTRICT1436,3,3816,1804,2237,1366,Vomiting
2021,Upper West,DISTRICT1436,4,1090,551,1685,1335,Dizziness
2021,Volta,DISTRICT7724,1,9763,775,4405,1786,Insomnia
2021,Volta,DISTRICT7724,2,5086,965,3012,566,Hives
2021,Volta,DISTRICT7724,3,5921,1559,4911,1883,Nausea
2021,Volta,DISTRICT7724,4,5748,1854,3711,1148,Vomiting
2021,Volta,DISTRICT7724,1,5533,1276,2952,1413,Rash
2021,Volta,DISTRICT7724,2,9119,1439,4020,1042,Hives
2021,Volta,DISTRICT7724,3,8835,722,4870,1123,Abdominal pain
2021,Volta,DISTRICT7724,4,6639,652,2929,1519,Rash
2021,Volta,DISTRICT7724,1,1593,586,4741,1543,Hives
2021,Volta,DISTRICT7724,2,5921,1089,3853,1427,Irritability
2021,Volta,DISTRICT7724,3,9735,1126,1256,1686,Nausea
2021,Volta,DISTRICT7724,4,6400,1955,3276,1672,Nausea
2021,Volta,DISTRICT7724,1,5372,892,2704,720,Diarrhea
2021,Volta,DISTRICT7724,2,6293,1689,2613,795,Diarrhea
2021,Volta,DISTRICT7724,3,4592,1423,2420,1101,Rash
2021,Volta,DISTRICT7724,4,8867,1419,4161,1809,Drowsiness
2021,Volta,DISTRICT7724,1,6568,922,1696,1665,Insomnia
2021,Volta,DISTRICT7724,2,3441,1980,2330,790,Diarrhea
2021,Volta,DISTRICT7724,3,9991,1918,4586,1332,Rash
2021,Volta,DISTRICT7724,4,7859,971,2429,1469,Irritability
2021,Volta,DISTRICT5276,1,1241,902,1512,726,Hives
2021,Volta,DISTRICT5276,2,2065,1616,3171,1565,Vomiting
2021,Volta,DISTRICT5276,3,8299,649,4574,1140,Nausea
2021,Volta,DISTRICT5276,4,1052,1630,3660,1724,Itching
2021,Volta,DISTRICT5276,1,2236,1974,2374,1387,Irritability
2021,Volta,DISTRICT5276,2,5746,1845,1994,954,Rash
2021,Volta,DISTRICT5276,3,2593,750,3683,1142,Dizziness
2021,Volta,DISTRICT5276,4,6950,1844,3816,1487,Hives
2021,Volta,DISTRICT5276,1,8610,801,1312,1616,Itching
2021,Volta,DISTRICT5276,2,5933,1571,3348,1172,Dizziness
2021,Volta,DISTRICT5276,3,4858,1279,1334,687,Rash
2021,Volta,DISTRICT5276,4,7570,1588,4155,1404,Hives
2021,Western,DISTRICT9559,1,1288,665,2391,583,Rash
2021,Western,DISTRICT9559,2,6192,1144,903,706,Vomiting
2021,Western,DISTRICT9559,3,7819,828,3162,1728,Dizziness
2021,Western,DISTRICT9559,4,2919,912,2510,1446,Insomnia
2021,Western,DISTRICT9559,1,4864,659,2451,1423,Irritability
2021,Western,DISTRICT9559,2,3224,1094,4885,947,Abdominal pain
2021,Western,DISTRICT9559,3,3286,1556,1084,778,Nausea
2021,Western,DISTRICT9559,4,6015,1417,4164,614,Dizziness
2021,Western,DISTRICT9559,1,3578,1158,4949,1476,Itching
2021,Western,DISTRICT9559,2,6022,758,1163,1219,Insomnia
2021,Western,DISTRICT9559,3,9549,740,1232,1393,Drowsiness
2021,Western,DISTRICT9559,4,3792,1041,2922,843,Insomnia
2021,Western,DISTRICT5538,1,6096,1139,3258,775,Rash
2021,Western,DISTRICT5538,2,6001,609,4814,617,Irritability
2021,Western,DISTRICT5538,3,8492,565,1149,1468,Diarrhea
2021,Western,DISTRICT5538,4,1322,1294,3549,638,Insomnia
2021,Western,DISTRICT5538,1,8722,1259,3376,1025,Itching
2021,Western,DISTRICT5538,2,6885,1849,4066,779,Vomiting
2021,Western,DISTRICT5538,3,5510,1204,1885,1465,Rash
2021,Western,DISTRICT5538,4,3863,1897,3959,1897,Hives
2021,Western,DISTRICT5538,1,3743,1703,1068,1572,Irritability
2021,Western,DISTRICT5538,2,2803,1847,2046,1991,Abdominal pain
2021,Western,DISTRICT5538,3,7037,567,2956,1674,Diarrhea
2021,Western,DISTRICT5538,4,2842,1250,3037,1567,Rash
2021,Western,DISTRICT5538,1,4729,723,2075,728,Rash
2021,Western,DISTRICT5538,2,7693,1695,3672,763,Diarrhea
2021,Western,DISTRICT5538,3,6846,1763,2741,1807,Irritability
2021,Western,DISTRICT5538,4,1273,1050,4597,1670,Dizziness
2021,Western,DISTRICT5538,1,6336,1887,4785,1838,Irritability
2021,Western,DISTRICT5538,2,9009,506,3159,1857,Dizziness
2021,Western,DISTRICT5538,3,9762,1443,3748,1770,Vomiting
2021,Western,DISTRICT5538,4,7153,782,2688,729,Rash
2021,Western,DISTRICT2227,1,8853,999,4947,1653,Vomiting
2021,Western,DISTRICT2227,2,8706,1742,2064,1033,Abdominal pain
2021,Western,DISTRICT2227,3,3138,829,2288,1568,Diarrhea
2021,Western,DISTRICT2227,4,4639,892,3912,921,Irritability
2021,Western,DISTRICT2227,1,7030,1016,4082,1944,Vomiting
2021,Western,DISTRICT2227,2,4682,1860,2202,1891,Dizziness
2021,Western,DISTRICT2227,3,6340,1801,2387,1359,Insomnia
2021,Western,DISTRICT2227,4,5586,1249,4941,1414,Nausea
2021,Western,DISTRICT2227,1,7506,1028,3303,904,Hives
2021,Western,DISTRICT2227,2,9980,1723,4094,1447,Irritability
2021,Western,DISTRICT2227,3,3512,1215,2824,1245,Dizziness
2021,Western,DISTRICT2227,4,6037,1577,3147,659,Vomiting
2021,Western,DISTRICT5259,1,6654,1588,2727,506,Itching
2021,Western,DISTRICT5259,2,5519,1581,1316,571,Vomiting
2021,Western,DISTRICT5259,3,8294,1796,2720,1050,Abdominal pain
2021,Western,DISTRICT5259,4,2766,1167,4130,605,Rash
2021,Western,DISTRICT5259,1,5675,519,4402,542,Abdominal pain
2021,Western,DISTRICT5259,2,3213,1292,4939,1731,Rash
2021,Western,DISTRICT5259,3,2201,1795,3935,1109,Irritability
2021,Western,DISTRICT5259,4,3049,1820,3936,1470,Itching
